,,,all,fisher,relief,spec,f,chi2_nor,RFS,mrmr,cmim,jmi,borutashap,rf,lasso_svm,lasso_lg
knn,Kendall rank correlation coefficient,775,0.9999999999999998,1.0,1.0,0.42857142857142855,1.0,1.0,1.0,0.6,0.4666666666666666,0.6,0.8888888888888888,0.19999999999999998,0.4666666666666666,0.5238095238095238
knn,Kendall rank correlation coefficient,778,1.0,,,-1.0,,,,,,,,,,
knn,Kendall rank correlation coefficient,779,0.9999999999999998,0.4666666666666666,0.5238095238095238,0.3235294117647059,0.4666666666666666,0.4666666666666666,0.8666666666666666,0.5454545454545454,0.8666666666666666,0.4285714285714286,1.0,0.39999999999999997,0.8666666666666666,0.4666666666666666
knn,Kendall rank correlation coefficient,783,0.9999999999999999,0.7999999999999999,1.0,0.8333333333333334,0.7999999999999999,0.7999999999999999,0.8333333333333334,0.8333333333333334,0.7999999999999999,0.6666666666666669,1.0,1.0,0.8095238095238096,0.8095238095238096
knn,Kendall rank correlation coefficient,785,1.0,-0.1515151515151515,1.0,0.12698412698412698,-0.1515151515151515,0.4222222222222222,0.2647058823529411,0.15555555555555553,0.6190476190476191,0.07142857142857142,-0.2,0.24637681159420288,-0.3856209150326798,0.14285714285714288
knn,Kendall rank correlation coefficient,788,1.0,0.18223866790009255,0.12156862745098042,0.20459770114942533,0.23227752639517346,0.04644412191582003,-0.3142857142857143,,,,0.015873015873015872,,0.28421052631578947,
knn,Kendall rank correlation coefficient,789,0.9999999999999999,1.0,1.0,0.5555555555555556,1.0,0.6666666666666669,0.9285714285714285,0.7333333333333333,1.0,1.0,0.6,1.0,0.9999999999999999,0.9999999999999999
knn,Kendall rank correlation coefficient,793,0.9999999999999999,1.0,1.0,0.7777777777777778,1.0,0.39999999999999997,,0.7777777777777778,0.2,0.9444444444444445,1.0,1.0,,0.9047619047619049
knn,Kendall rank correlation coefficient,794,0.9999999999999998,0.6190476190476191,0.6,0.4476190476190477,0.6190476190476191,0.6190476190476191,0.5238095238095238,0.5789473684210527,0.2777777777777778,0.5,0.6,0.6,0.5454545454545454,1.0
knn,Kendall rank correlation coefficient,797,1.0,1.0,1.0,,1.0,1.0,0.9999999999999999,0.5,1.0,0.9999999999999999,1.0,0.3333333333333333,0.8333333333333334,0.8333333333333334
knn,Kendall rank correlation coefficient,800,1.0,-0.03999999999999999,0.391812865497076,0.2866666666666666,0.4264705882352941,0.5555555555555556,0.39705882352941174,,,,-0.03296703296703297,0.08333333333333334,0.3333333333333333,0.5128205128205127
knn,Kendall rank correlation coefficient,805,1.0,0.21666666666666667,0.7999999999999999,-0.09246088193456616,0.21666666666666667,0.05263157894736842,0.2727272727272727,0.8333333333333334,0.3888888888888889,0.5714285714285714,0.9999999999999999,0.39999999999999997,0.19450317124735728,
knn,Kendall rank correlation coefficient,806,1.0,-1.0,0.8666666666666666,0.24761904761904766,-1.0,-1.0,0.30882352941176466,0.28888888888888886,-0.6666666666666669,0.0,0.9999999999999999,0.0,0.15999999999999995,0.1981981981981982
knn,Kendall rank correlation coefficient,812,0.9999999999999998,0.06666666666666667,0.5238095238095238,0.2051282051282051,0.06666666666666667,0.06666666666666667,,0.5147058823529411,0.6666666666666669,0.6666666666666669,0.7333333333333333,0.3333333333333334,0.37777777777777777,1.0
knn,Kendall rank correlation coefficient,820,0.9999999999999998,-1.0,-1.0,0.9999999999999999,-1.0,0.8571428571428571,1.0,0.7142857142857143,0.9999999999999999,0.9999999999999999,-1.0,-1.0,0.6666666666666669,-1.0
knn,Kendall rank correlation coefficient,824,0.9999999999999999,0.9999999999999999,0.39999999999999997,,0.9999999999999999,0.9999999999999999,,0.5238095238095238,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.39999999999999997,,
knn,Kendall rank correlation coefficient,828,1.0,0.09090909090909091,1.0,0.15811739820200954,0.09090909090909091,0.009523809523809525,0.41818181818181815,1.0,-1.0,-0.4666666666666666,0.3636363636363636,1.0,-0.042105263157894736,0.028571428571428574
knn,Kendall rank correlation coefficient,830,0.9999999999999999,,0.9999999999999999,,,,,0.39999999999999997,0.6666666666666669,0.6666666666666669,,,,
knn,Kendall rank correlation coefficient,833,1.0,0.14285714285714288,0.611111111111111,,0.14285714285714288,0.3333333333333333,0.8333333333333334,0.3090909090909091,0.24444444444444444,0.9444444444444445,0.7142857142857143,0.6,0.7857142857142856,0.7878787878787877
knn,Kendall rank correlation coefficient,834,1.0,0.3235294117647059,0.30882352941176466,0.03394383394383394,0.3235294117647059,0.40952380952380957,0.3333333333333334,0.4379084967320262,0.3333333333333334,0.6666666666666669,0.8571428571428571,0.7999999999999999,0.02857142857142857,0.33333333333333337
knn,Kendall rank correlation coefficient,837,1.0,0.3333333333333334,0.7777777777777778,0.14949494949494946,0.3333333333333334,0.3333333333333334,0.5,0.6428571428571428,0.0,0.0,0.3333333333333334,0.3333333333333334,0.12612612612612614,
knn,Kendall rank correlation coefficient,838,0.9999999999999998,1.0,1.0,0.2246376811594203,1.0,1.0,-0.19999999999999998,0.5238095238095238,0.7454545454545454,1.0,1.0,1.0,-0.19999999999999998,0.35789473684210527
knn,Kendall rank correlation coefficient,845,0.9999999999999999,,1.0,,,,,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,,
knn,Kendall rank correlation coefficient,847,1.0,0.41818181818181815,0.9999999999999998,0.6410256410256409,0.41818181818181815,0.41818181818181815,0.3333333333333334,0.8717948717948716,0.8717948717948716,0.8909090909090909,0.39999999999999997,0.8571428571428571,0.8666666666666666,0.8666666666666666
knn,Kendall rank correlation coefficient,849,0.9999999999999998,0.5555555555555556,0.0,0.41991341991341985,0.5555555555555556,0.5555555555555556,0.4861660079051383,0.38181818181818183,0.42857142857142855,0.42857142857142855,0.0,0.0,0.35,0.3589743589743589
knn,Kendall rank correlation coefficient,850,1.0,0.3145161290322581,1.0,0.21182266009852213,0.3145161290322581,0.3145161290322581,1.0,0.4999999999999999,1.0,1.0,0.391304347826087,0.014705882352941175,0.14492753623188404,0.40689655172413797
knn,Kendall rank correlation coefficient,851,0.9999999999999999,0.014439096630877455,-0.09420289855072464,0.01098901098901099,0.014439096630877455,0.04597701149425287,0.3209219858156029,-0.37142857142857144,0.11290322580645162,0.008396641343462614,0.2972972972972973,0.22901849217638695,0.21666666666666667,0.07971014492753624
knn,Kendall rank correlation coefficient,855,0.9999999999999999,1.0,0.8666666666666666,1.0,1.0,,0.7777777777777778,0.7999999999999999,0.8666666666666666,0.8666666666666666,0.9285714285714285,0.2,,
knn,Kendall rank correlation coefficient,863,0.9999999999999999,,,,,,,,,,,,,
knn,Kendall rank correlation coefficient,866,1.0,0.39999999999999997,0.6,0.22626262626262622,0.39999999999999997,0.39999999999999997,0.39047619047619053,0.8241758241758242,1.0,1.0,0.39999999999999997,0.6,0.6,0.7142857142857143
knn,Kendall rank correlation coefficient,868,0.9999999999999998,0.7999999999999999,0.7999999999999999,,0.7999999999999999,1.0,0.5555555555555555,,,,0.7999999999999999,0.7999999999999999,0.5111111111111111,
knn,Kendall rank correlation coefficient,869,0.9999999999999999,0.9999999999999999,0.9999999999999999,,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999999,1.0,0.9999999999999999,0.8333333333333334,
knn,Kendall rank correlation coefficient,873,1.0,0.2794117647058823,0.8095238095238096,0.2761904761904762,0.2794117647058823,0.10510510510510511,0.6666666666666666,0.6000000000000001,0.6190476190476191,0.8095238095238096,0.33333333333333337,0.5238095238095238,0.3497536945812807,
knn,Kendall rank correlation coefficient,876,1.0,1.0,-0.6,0.1365248226950355,1.0,1.0,0.4666666666666666,0.0,-1.0,-1.0,-1.0,-1.0,0.14285714285714288,1.0
knn,Kendall rank correlation coefficient,879,0.9999999999999998,0.7999999999999999,0.7999999999999999,0.25691699604743085,0.7999999999999999,0.7999999999999999,0.42857142857142855,0.2885375494071147,1.0,1.0,0.7999999999999999,0.8666666666666666,0.46153846153846145,
knn,Kendall rank correlation coefficient,880,0.9999999999999999,,1.0,1.0,,,0.23809523809523814,,,,,,0.3333333333333334,0.3333333333333334
knn,Kendall rank correlation coefficient,882,1.0,1.0,0.42857142857142855,0.0,1.0,0.0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,-0.33333333333333337,1.0,1.0,0.022222222222222223
knn,Kendall rank correlation coefficient,888,1.0,0.8666666666666666,0.3626373626373627,0.2654949121184089,0.8666666666666666,0.8666666666666666,0.47712418300653603,0.33503401360544216,0.22619047619047616,0.33503401360544216,0.42857142857142855,0.3888888888888889,0.9555555555555554,0.7818181818181819
knn,Kendall rank correlation coefficient,889,0.9999999999999998,1.0,0.7222222222222222,,1.0,1.0,0.4285714285714286,0.6444444444444444,0.5272727272727272,0.5897435897435896,1.0,0.9285714285714285,0.4999999999999999,0.7142857142857142
knn,Kendall rank correlation coefficient,896,0.9999999999999998,-1.0,-1.0,,-1.0,-1.0,0.0,0.3333333333333333,-0.6666666666666669,-0.6666666666666669,-1.0,0.6727272727272727,0.3589743589743589,
knn,Kendall rank correlation coefficient,903,0.9999999999999998,0.7999999999999999,0.8888888888888888,,0.7999999999999999,0.7999999999999999,0.8666666666666666,0.9999999999999999,0.6444444444444444,1.0,0.7999999999999999,0.7999999999999999,0.7999999999999999,
knn,Kendall rank correlation coefficient,904,1.0,0.6428571428571428,0.6,0.006747638326585695,0.6428571428571428,0.6428571428571428,0.07507507507507508,0.10953058321479375,0.3099415204678362,0.1834992887624467,0.39999999999999997,0.39999999999999997,0.9047619047619049,0.40394088669950734
knn,Kendall rank correlation coefficient,910,0.9999999999999999,0.9999999999999999,0.9999999999999999,,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
knn,Kendall rank correlation coefficient,913,0.9999999999999999,0.9999999999999999,0.9999999999999999,,0.9999999999999999,0.9999999999999999,0.9999999999999999,,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999999,,
knn,Kendall rank correlation coefficient,917,0.9999999999999998,0.0,0.0,,0.0,0.0,,0.4945054945054945,0.4666666666666666,0.411764705882353,0.0,0.3333333333333333,,
knn,Kendall rank correlation coefficient,918,1.0,1.0,0.0,0.1595959595959596,1.0,1.0,0.9999999999999999,0.3333333333333333,0.6,0.6666666666666669,1.0,0.0,0.37411095305832154,1.0
knn,Kendall rank correlation coefficient,920,1.0,0.7999999999999999,0.911111111111111,0.16836734693877548,0.7999999999999999,0.7999999999999999,0.2631578947368421,0.8666666666666666,0.6,0.8666666666666666,0.7999999999999999,0.7999999999999999,0.20289855072463767,
knn,Kendall rank correlation coefficient,922,1.0,0.6666666666666669,1.0,0.22880371660859466,0.6666666666666669,1.0,0.1826086956521739,0.37777777777777777,1.0,1.0,1.0,0.6666666666666669,1.0,0.5238095238095238
knn,Kendall rank correlation coefficient,926,0.9999999999999998,0.316017316017316,0.9047619047619049,,0.316017316017316,0.316017316017316,0.281045751633987,0.4112554112554112,0.25490196078431376,0.20261437908496735,0.4444444444444444,0.45454545454545453,0.34502923976608185,0.16339869281045755
knn,Kendall rank correlation coefficient,927,1.0,0.33333333333333337,0.6666666666666669,-0.1111111111111111,0.33333333333333337,0.4666666666666666,0.0,0.0,0.0,0.0,0.33333333333333337,0.6666666666666669,-1.0,0.0
knn,Kendall rank correlation coefficient,933,0.9999999999999998,0.6666666666666669,0.6666666666666669,,0.6666666666666669,0.6666666666666669,0.45454545454545453,0.49999999999999994,0.19999999999999998,0.3676470588235294,0.6666666666666669,0.6666666666666669,0.5523809523809524,1.0
knn,Kendall rank correlation coefficient,935,0.9999999999999999,-0.33333333333333337,-0.33333333333333337,,-0.33333333333333337,-0.33333333333333337,,0.7857142857142856,0.0,0.3333333333333333,-0.33333333333333337,-0.33333333333333337,0.8666666666666666,
knn,Kendall rank correlation coefficient,936,0.9999999999999999,0.8333333333333334,0.9999999999999999,0.7777777777777778,0.8333333333333334,0.8333333333333334,,0.7777777777777778,0.9999999999999999,0.9999999999999999,0.19999999999999998,0.9999999999999999,0.9999999999999999,
knn,Kendall rank correlation coefficient,937,1.0,,0.33333333333333337,0.05846153846153847,,,0.19999999999999998,0.24444444444444444,0.3571428571428571,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.5238095238095238,0.5238095238095238
knn,Kendall rank correlation coefficient,943,0.9999999999999999,0.6666666666666669,0.9999999999999998,0.9285714285714285,0.6666666666666669,0.6666666666666669,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.7777777777777778
knn,Kendall rank correlation coefficient,958,1.0,,,,,,0.10476190476190476,0.1619047619047619,0.1619047619047619,0.1619047619047619,,,,
knn,Kendall rank correlation coefficient,970,1.0,0.14160401002506268,0.24043715846994532,-0.0549645390070922,0.14160401002506268,0.21088435374149658,0.14337403889642697,0.08961038961038963,-0.07683000604960676,0.09360269360269362,0.2867132867132867,0.20508166969147004,0.18160919540229886,0.22273425499231947
knn,Kendall rank correlation coefficient,971,1.0,1.0,-0.16363636363636364,,1.0,0.6029411764705882,0.34502923976608185,0.39705882352941174,0.6,0.8545454545454545,0.8181818181818182,0.5454545454545454,0.4242424242424242,0.2222222222222222
knn,Kendall rank correlation coefficient,973,0.9999999999999998,,,,,,,-0.022222222222222223,-0.022222222222222223,-0.022222222222222223,0.3090909090909091,,,
knn,Kendall rank correlation coefficient,976,1.0,0.769230769230769,0.846153846153846,0.4909090909090909,0.769230769230769,0.769230769230769,0.34545454545454546,0.846153846153846,0.846153846153846,0.846153846153846,0.5128205128205127,0.5128205128205127,0.2051282051282051,0.2051282051282051
knn,Kendall rank correlation coefficient,979,1.0,0.6190476190476191,0.8102766798418973,,0.6190476190476191,0.6190476190476191,0.6506238859180037,,,,0.4092307692307693,0.8253119429590019,0.7124183006535948,0.7124183006535948
knn,Kendall rank correlation coefficient,980,1.0,0.021538461538461538,0.4017094017094018,0.4757062146892655,0.2829268292682927,0.3636363636363636,0.19487908961593176,0.08748114630467572,0.3061224489795918,0.2789115646258503,0.33333333333333337,0.26666666666666666,0.26269956458635707,0.41719077568134166
knn,Kendall rank correlation coefficient,994,1.0,,,,,,,,,,0.11666666666666665,,,
knn,Kendall rank correlation coefficient,995,1.0,0.3333333333333333,0.9999999999999999,0.1800232288037166,0.3333333333333333,0.9999999999999999,0.2765151515151515,0.19999999999999996,0.7575757575757575,0.14285714285714285,0.8666666666666666,0.9999999999999999,0.18618618618618618,0.8205128205128204
knn,Relative influence change,1004,0.0,0.4401098845621693,0.18174352106738104,0.07691451568357183,0.4401098845621693,0.4401098845621693,0.33865953293609496,0.3319383187727842,0.4401098845621693,0.4401098845621693,0.4401098845621693,0.4401098845621693,0.28271742160006214,0.0781407306774853
knn,Relative influence change,1019,0.0,,,,,,,,,,,,,
knn,Relative influence change,1020,0.0,0.0385586993285901,0.03114666151161599,,0.0385586993285901,0.04572388375484246,0.08893369147506149,0.025665514838100083,0.042052349400394616,0.037578085452596194,0.029919120236558565,0.041291244886263546,0.029580676576719818,0.03182005841746771
knn,Relative influence change,1021,0.0,0.23201892105707186,0.042793933312074664,0.3409942386995085,0.23201892105707186,0.23201892105707186,0.3770763517452337,0.3409942386995085,0.402033871262107,0.402033871262107,0.402033871262107,0.36732086199021624,0.4078645183202323,0.23482649503941636
knn,Relative influence change,1045,0.0,0.5716327138021103,0.334650885714812,0.14947172997994881,0.5716327138021103,0.28102804155631134,0.11379066163217294,0.26705651621838866,0.28516479753791457,0.18077130585697138,0.1300086900669657,0.5748694534050308,0.23275411530003895,0.2977598828601979
knn,Relative influence change,1049,0.0,0.15652081063452253,0.029105474851612263,0.059986287072684975,0.15652081063452253,0.16279672297941505,0.06151430741909876,0.0431082833656095,0.03199458059074739,0.03199458059074739,0.037719232607981004,0.05245757508303273,0.10111415480783417,0.1267617988719895
knn,Relative influence change,1050,0.0,0.45255269455743097,0.033422629946084526,0.053512264972201816,0.45255269455743097,0.45255269455743097,0.05553094926914922,0.05070304830939104,0.2523822678673232,0.02605711294109757,0.0343502023243971,0.02908801517512734,0.030639482868202506,0.027382162368220102
knn,Relative influence change,1054,0.0,,,0.09138854389845631,,,0.1618703844462634,,,,,0.2983628890381593,0.16125955870964873,0.11444067455062881
knn,Relative influence change,1056,0.0,0.2798162123249912,0.12429176031426471,0.0861648260515867,0.2798162123249912,0.4267289673498431,,,,,0.29582712876035505,0.27859145639673466,,
knn,Relative influence change,1059,0.0,0.08794872263243929,0.1525887876905973,0.22769270068186812,0.08794872263243929,0.1406807646790688,,0.20451048539917985,0.20451048539917985,0.972324525803365,0.13201684426847993,0.26141478053305667,,0.13627042256273572
knn,Relative influence change,1060,0.0,0.16839688034925876,0.19008890722715754,0.12707043363535064,0.16839688034925876,0.4274258090590378,0.2817824431625561,0.39620144951802017,0.5917664091008354,0.11157652856571029,0.5250390112642983,0.45961891066230426,0.3867451598992929,0.51210940238192
knn,Relative influence change,1061,0.0,0.27584645147962594,0.26889467247397136,0.16659304378918163,0.27584645147962594,0.20733651687144597,0.35065730510319365,0.2800794549131598,0.11924962545767147,0.19297532316810947,0.27690771232040534,0.47987192501680187,0.2778884540041635,0.1879104221473649
knn,Relative influence change,1062,0.0,0.6024387460115528,0.1874298019686235,0.39544412807262724,0.6024387460115528,0.174064667860147,0.1685334357546088,0.16245686194661502,0.3625804933668655,0.2735706242559719,0.5662652050756461,0.6024387460115528,0.26655883571855793,0.24018695753318214
knn,Relative influence change,1063,0.0,0.3943528554633506,0.05419803791508287,0.25356480796479147,0.3943528554633506,0.41929158394431437,0.7287880938789414,0.7287880938789414,0.7337300234000488,0.7287880938789414,0.5167157401140293,0.05419803791508287,0.05419803791508287,0.44482728850362857
knn,Relative influence change,1064,0.0,0.09199818288764233,0.14088598391612855,0.31570547566796986,0.09199818288764233,0.5577917232229884,0.35038696850410544,0.14462908149229525,0.944308051019388,0.14462908149229525,0.27739809375910424,0.11798398168953964,0.29009254209822394,0.14088598391612855
knn,Relative influence change,1065,0.0,0.2239800883195519,0.06437667501223095,0.37592771783556,0.2239800883195519,0.2358903902874092,0.916193984028958,0.09880240149854524,0.06437667501223095,0.10440052288946491,0.24670497244959977,0.07206702373478506,0.8110435119387686,0.5596999140969496
knn,Relative influence change,1066,0.0,0.10526654567836038,0.10056264824944751,0.12489903093774313,0.0902572675909897,0.1040866220737303,0.14749363705251667,0.12081183462370837,0.12081183462370837,0.12081183462370837,0.1314912951212339,0.12081183462370837,0.12704263946292776,0.15176014678390407
knn,Relative influence change,1067,0.0,0.0219312377589079,0.14434136947030682,0.2863105898984658,0.0219312377589079,0.21378539267412866,0.20401564914586579,0.6695722686962244,0.053563987641249554,0.053563987641249554,0.0219312377589079,0.0219312377589079,0.21545550061502036,0.36747223966645276
knn,Relative influence change,1068,0.0,0.21007021354928562,0.02701447141364839,0.7462734331517427,0.21007021354928562,0.7462734331517427,0.19250220638118087,0.20776767278437352,0.0313765241807708,0.033362854756572205,0.057275954895203776,,0.5215121300683739,0.06229659871478649
knn,Relative influence change,1069,0.0,0.5183095182577008,0.5183095182577008,,0.5183095182577008,0.5428006073216771,,0.5428006073216771,,,,,,
knn,Relative influence change,1071,0.0,0.3124418348386366,0.07035856550601874,0.36322247306423056,0.3124418348386366,0.15093197717736395,0.061101805370202274,0.07088036005987089,0.0983854733845834,0.0983854733845834,0.4180219741658867,0.3857564935946758,0.16626766744743063,0.11521078926230807
knn,Relative influence change,1441,0.0,0.25663197139860927,0.101673969494424,0.131592564724058,0.25663197139860927,0.8788981211768915,0.8788981211768915,0.07221841762602806,0.06953441942128645,0.1009374072264665,0.8788981211768915,0.3928461951818307,0.1625124970231752,0.09996944084562273
knn,Relative influence change,1442,0.0,0.30198520622148206,0.43981540784963674,0.0674745297912455,0.30198520622148206,0.16337135950685255,0.2549716066768068,0.5468310195342808,0.5468310195342808,0.5468310195342808,0.10952405156962948,0.30198520622148206,0.2987792876410314,0.4004822994513672
knn,Relative influence change,1443,0.0,0.21155205222912063,0.10230843990018201,0.19395061387019544,0.21155205222912063,0.20030398617841463,0.1709197988652264,0.06253793155708746,0.10324442735469971,0.10100323881219864,0.28228765775065673,0.22282873940330017,0.39733455961500425,0.21229175925256075
knn,Relative influence change,1444,0.0,0.14411242210527953,0.05448186607324188,0.06808191630846495,0.14411242210527953,0.13260986824291454,0.06174269681271214,0.059389796799988626,0.036691890342012014,0.036691890342012014,0.3022864158843506,0.2921009993634877,0.056188941451379544,0.16634010090824283
knn,Relative influence change,1446,0.0,0.13492719742123,0.1463359745747889,0.4391599997886528,0.13492719742123,0.36061356554247925,0.13883956583706436,0.319911622973101,0.36961622272150235,0.36961622272150235,0.23050903748361154,0.10620685444264602,0.15609049136634492,0.33585848953921166
knn,Relative influence change,1447,0.0,0.1281203728355685,0.30232859302287046,0.36765258134573364,0.1281203728355685,0.1435498244813276,0.22931503704847916,0.06883471556211394,0.06883471556211394,0.06883471556211394,0.27054402754320866,0.1203302302274107,0.22502300831187558,0.09781117163972061
knn,Relative influence change,1448,0.0,0.24523209964724602,0.08173637068656693,0.07474733148514949,0.24523209964724602,0.07428529613051629,0.43370297036795846,0.06851749115067883,0.08283050009409344,0.06945126792574957,0.28765820412425386,0.07326836519731729,0.5114168349825212,0.07064827903162833
knn,Relative influence change,1450,0.0,0.5855557595275689,0.14109184618352735,0.10915227807719081,0.5855557595275689,0.21721847862749086,0.17385156736104906,0.09205347548492769,0.11961895969004348,0.09205347548492769,0.12038286929231629,0.5855557595275689,0.24416900459084803,0.10349347816100016
knn,Relative influence change,1451,0.0,0.16828885115949482,0.09109564189784289,0.13456000558146014,0.16828885115949482,0.12324871508659199,0.05523613734757912,0.1968739234965159,0.18301169293689992,0.18301169293689992,0.1770081265623795,0.2533362663543304,0.13109797622716698,0.06883006609866231
knn,Relative influence change,1452,0.0,0.39972148335317476,0.3846078080810132,0.6185734067217744,0.39972148335317476,0.08942927030128335,0.6383232096784304,0.5484896729858469,0.5484896729858469,0.5391514816126376,0.2122141885103565,0.2592966398180816,0.07867558288627106,0.0718845744911639
knn,Relative influence change,1453,0.0,0.3542118963980194,0.16864731555263696,0.14839696089369997,0.3542118963980194,0.3542118963980194,0.10301527688696911,0.07584441714594642,0.14687265450724749,0.36562138948876094,0.05452129217481576,0.32841924737783873,0.18921018868965303,0.18225071393786044
knn,Relative influence change,1487,0.0,0.026485968337068705,0.025703487863167104,,0.026485968337068705,0.1207185669529816,0.027260681510996122,0.03119614803789339,0.03119614803789339,0.03119614803789339,0.034661212145868536,0.03535982690890599,0.07519575248004348,0.03539252693159671
knn,Relative influence change,1488,0.0,0.4526643928382362,0.07855382720199813,0.1366749514506838,0.4526643928382362,0.24705486014614453,0.09221399671753777,0.5610933105496091,0.5610933105496091,0.5610933105496091,0.5610933105496091,0.5610933105496091,0.1026673255828796,0.08925470039042004
knn,Relative influence change,1490,0.0,0.10262840875426824,0.1904440479710388,0.07087237175159879,0.10262840875426824,0.09715160877656864,0.03683820846853731,0.07820779944700715,0.04841673021131065,0.06438820897513728,0.3505464905488924,0.05566362116361087,0.056553507702567535,0.03683820846853731
knn,Relative influence change,1494,0.0,0.14729036257468248,0.09212058779013607,0.03875610741030919,0.14729036257468248,0.14334597241332275,0.24836593305315563,0.09788482613952143,0.09788482613952143,0.09788482613952143,0.04101941301588487,0.04101941301588487,0.3300227514068487,0.031243764953255638
knn,Relative influence change,1496,0.0,,,,,,,,,,,,,
knn,Relative influence change,1504,0.0,0.12864198403578506,0.024173142973956747,,0.12864198403578506,0.5454943915182879,,0.06753438505710516,0.06504493313769018,0.08002412467852656,0.10759415086228136,0.17013338410971304,0.7852255829818795,0.7852255829818795
knn,Relative influence change,1507,0.0,,,,,,,,,,,,,
knn,Relative influence change,1510,0.0,0.04931805459588786,0.05682785182913845,0.086482984411376,0.04931805459588786,0.04931805459588786,0.04013386603297854,0.05335967597435013,0.08429410360374281,0.037468729205103087,0.04828813019770738,0.04720892366636032,0.04832020165861735,0.05463920159809205
knn,Relative influence change,1547,0.0,0.1749141191356643,0.1749141191356643,0.044264116105440385,0.1749141191356643,0.13363904881116465,,,0.02456441943563203,0.031421391097746255,0.02591405835771911,0.17633065769863274,0.1749141191356643,0.022409486445827905
knn,Relative influence change,1566,0.0,0.05882500250283896,0.24506003201814303,0.03278226023983935,0.05882500250283896,0.049985631634647705,0.3745681901246505,,0.03497998029553769,0.03769151719650336,0.11130208043900164,0.19959609900047764,0.1104416629462378,0.19784840521491515
knn,Relative influence change,1600,0.0,0.1783367949365265,0.20751287098074164,0.12707237471677452,0.1783367949365265,0.20751287098074164,0.09848252468975359,0.08782213733400125,0.13922752365211885,0.12934306540267612,0.13352109521824432,0.12804155476497642,0.08953602174486536,0.07119274477448588
knn,Relative influence change,311,0.0,0.41984898391703845,0.13513735570535568,0.0726292766407471,0.2144759481977158,0.33589194304578307,0.04341770294666294,,0.047238242830651034,,0.41984898391703845,0.41984898391703845,0.07773260740847085,0.07404049781827915
knn,Relative influence change,40,0.0,0.08906329572795503,0.11527476946542457,0.10057224174676839,0.08906329572795503,0.2218467103560673,0.14371428920438134,0.0756423480105489,0.08612156232975783,0.08137227400380222,0.07887371034838998,0.07913297892615628,0.13322341668762883,0.21443898923042287
knn,Relative influence change,40900,,,,,,,,,,,,,,
knn,Relative influence change,40994,0.0,0.08940464616904356,0.07108688903521503,0.0968920565307703,0.08940464616904356,0.08940464616904356,0.05795608120543157,0.03574171234770153,0.08892174845354893,0.04597048590264394,0.08940464616904356,0.08940464616904356,0.08940464616904356,0.08940464616904356
knn,Relative influence change,41146,0.0,0.03340734280792729,0.051300683473571015,0.018622772654779452,0.03340734280792729,0.03707358800273139,0.026829816418808168,0.026829816418808168,0.026829816418808168,0.026829816418808168,0.0455904224368201,0.051300683473571015,0.030747067491819283,0.044578440550586906
knn,Relative influence change,41156,0.0,0.17473880239280984,0.1352666992384929,,0.23680401178812832,0.06444947886957669,0.014912453855360792,0.032758660054290914,0.032758660054290914,0.032758660054290914,0.17348918638109073,0.19677923596202254,,0.055445355243025865
knn,Relative influence change,41730,0.0,,,0.1027524048301397,,,0.09599680738535585,,0.09658143670466074,0.09658143670466074,0.1031618546736228,0.10022247105822371,0.1031618546736228,0.10229043531494753
knn,Relative influence change,41872,0.0,0.11334928342304304,0.09528931773418116,,0.11334928342304304,0.14281236753154125,0.059070505363250224,0.1505857534591283,0.0826885869287456,0.06534760497961686,0.16140721233015956,0.1513463843753539,0.1869923745027401,0.1869923745027401
knn,Relative influence change,41897,0.0,0.08059295412938458,0.11693525194930304,0.08059295412938458,0.08059295412938458,0.08059295412938458,0.08575540214969742,0.0521396022886572,0.08434298117659936,0.08127985844863497,0.037965941567050736,0.037965941567050736,0.08059295412938458,0.07593007463878039
knn,Relative influence change,41945,0.0,0.13141647121760652,0.09198506300516474,0.1409957901982263,0.13141647121760652,0.0672500626745484,0.26948659811150333,,,,0.0672500626745484,0.08112242177634464,0.26948659811150333,0.36015004558562824
knn,Relative influence change,41946,0.0,0.018390544035684003,0.07941379631341954,0.023054386335124084,0.02092949257716325,0.025964780917957925,0.02135668067666512,0.021233101762137975,0.021233101762137975,0.021233101762137975,0.05975445971335551,0.0609831119712768,0.02135668067666512,0.02135668067666512
knn,Relative influence change,41978,0.0,0.15472929273501812,0.1300780464027695,0.10242862142788761,0.15472929273501812,0.13230368910701543,0.11432452316153431,0.14025583707598865,0.12956486949759066,0.12176109680501815,0.11612893454637978,0.1044070779453392,0.10833588756593557,0.09931770272919607
